kana,meaning,explain,example,example_explain
も,117 「もつ」表示“持有”,熟词联想 もの「物」：东西,▶ もちいる「用いる」 ③⓪（他一）：用，使用；采纳，采用,"解 もち→持も つ→持有，いる→在。在持有→使用。
例 日に 本ほん 語ご は主おも に漢かん 字じ と仮か 名な を用もち いて表ひょう 記き される。/日语主要使用汉字和假名来书写。"
も,118 「も」表示“程度高，猛烈”,熟词联想 もの「物」：东西,▶ もたらす 」③（他五）：招致，带来,"解 もた→持も つ→持有，す→他动词后缀。持有→带来。
例 人々ひとびと に幸しあわ せをもたらす。/给人们带来幸福。
解析 可以采用联想法：も→ 猫（猫科动物非常凶猛）"
も,118 「も」表示“程度高，猛烈”,熟词联想 もの「物」：东西,▶ もっと 」①（副）：更加；进一步,"解 も→程度高、猛烈→更加。と→副词标志。
例 もっと勉べん 強きょう しなければいけませんよ。/你要更加努力学习才行啊。"
も,118 「も」表示“程度高，猛烈”,熟词联想 もの「物」：东西,▶ もえる「燃える」 ⓪（自一）：燃烧,"解 も→程度高、猛烈。燃烧得很猛烈。
例 燃も えるごみ/可燃垃圾"
も,118 「も」表示“程度高，猛烈”,熟词联想 もの「物」：东西,▶ もえ「萌え」 ⓪（形动）：萌，可爱的,"解 もえ→燃える。起源于动漫界，表示宅男宅女对动漫人物燃烧般的喜爱之情。
例 あの女おんな の子こ は萌も えだ。/那个女孩子非常萌。"
も,118 「も」表示“程度高，猛烈”,熟词联想 もの「物」：东西,▶ もる「盛る」 ⓪（他五）：盛（饭）；装满,"解 も→程度高。把饭堆得高高的。
例 ご飯はん を盛も る/盛饭"
も,119 「もと」表示“元；本；下”,熟词联想 もの「物」：东西,▶ もり「森」 ⓪（名）：森林,"解 も→程度高→树木生长茂盛。
例 代だい 々だい 森もり を守まも っている。/世世代代保护森林。
熟词联想 もと「元·本·下」：根源；身边；下面"
も,119 「もと」表示“元；本；下”,熟词联想 もの「物」：东西,▶ もと「本·元·下」 ②（名）：根源；身边；下面,"解 もと→元，本，下。
例 彼かれ の元もと には10じゅう 人にん の部ぶ 下か がいる。/他手下有10个下属。"
も,119 「もと」表示“元；本；下”,熟词联想 もの「物」：东西,▶ もとづく「基づく」 ③（自五）：基于，按照；本着,"解 もと→本，づく→附着。附着在根本上→基于；本着。
例 政せい 府ふ の指し 示じ に基もと づいて行動こうどう する。/按照（根据）政府的指示行动。"
も,119 「もと」表示“元；本；下”,熟词联想 もの「物」：东西,▶ もともと「元々」 ⓪（副）：原来，原本，本来,"解 もと→元，本。
例 漢かん 字じ はもともと中ちゅう 国ごく から伝つた わったものだ。/汉字原本是从
中国传来的。"
も,119 「もと」表示“元；本；下”,熟词联想 もの「物」：东西,▶ もどる「戻る」 ②（自五）：恢复；回到,"解 もど→もと→元，本→回到原本的样子、地点。
例 失うしな った記き 憶おく が戻もど った。/失去的记忆又恢复了。"
や,120 「や」表示“生病；无法动弹”,"解析 生病后，身体无法动弹。
熟词联想 やめる「止める」：停止",▶ やむ「病む」 ①（自、他五）：患病,"解 や→生病。
例 胃い を病や み、食しょく が進すす まない。/患胃病吃不进去饭。"
や,120 「や」表示“生病；无法动弹”,"解析 生病后，身体无法动弹。
熟词联想 やめる「止める」：停止",▶ やまい「病」 ①（名）：病；毛病,"解 や→生病。
例 重おも い病やまい を患わずら う/患重病"
や,120 「や」表示“生病；无法动弹”,"解析 生病后，身体无法动弹。
熟词联想 やめる「止める」：停止",▶ やむ「止む」 ⓪（自五）：停止，中止,"解 和「病や む」同源，生病后无法动弹→停止。
例 雨あめ が止や むまで待ま つ。/等到雨停。"
や,120 「や」表示“生病；无法动弹”,"解析 生病后，身体无法动弹。
熟词联想 やめる「止める」：停止",▶ やめる「止める」 ⓪（他一）：停止，终止,"解 「止や む」的他动词。
例 仕し 事ごと で旅りょ 行こう を止や める。/因工作取消旅行。"
や,121 「や」表示“瘦，小”,"解析 生病后，身体无法动弹。
熟词联想 やめる「止める」：停止",▶ やすむ「休む」 ②（自五）：休息；请假；睡觉,"解 和「止や む」同源，停下来→休息。
例 1いち 時じ 間かん 働はたら いて10じゅっ 分ぷん 間かん 休やす む。/工作1小时，休息10分钟。
解析 人生病会变瘦，变小。
熟词联想 やせる「痩せる」：瘦"
や,121 「や」表示“瘦，小”,"解析 生病后，身体无法动弹。
熟词联想 やめる「止める」：停止",▶ やせる「痩せる」 ⓪（自一）：瘦,"解 や→瘦→生病后人日渐消瘦。
例 やせて背せ の高たか い人ひと /瘦高的人"
や,121 「や」表示“瘦，小”,"解析 生病后，身体无法动弹。
熟词联想 やめる「止める」：停止",▶ やっと ⓪（副词）：好不容易，终于，才,"解 や→瘦，と→副词标志。饿到瘦得不行终于得救（联想法）→好不容易，才。
例 2に 時じ 間かん 待ま ってやっと自じ 分ぶん の番ばん がきた。/等了两个小时，好不容易才轮到自己。"
や,121 「や」表示“瘦，小”,"解析 生病后，身体无法动弹。
熟词联想 やめる「止める」：停止",▶ やや「稍」 ①（副）：稍微,"解 や→瘦→小→稍微。
例 給きゅう 料りょう 日び なのでやや高たか い化け 粧しょう 品ひん を買か う。/今天发工资，所
以要买稍微贵一些的化妆品。"
や,121 「や」表示“瘦，小”,"解析 生病后，身体无法动弹。
熟词联想 やめる「止める」：停止",▶ やすい「安い」 ②（形）：便宜的,"解 や→小→便宜。
例 安やす い自じ 転てん 車しゃ を買か ってしまった。/我买了一辆便宜的自行车。"
や,122 「や」表示“屋子”,"解析 生病后，身体无法动弹。
熟词联想 やめる「止める」：停止",▶ やさしい「優しい」 ⓪③（形）：温柔的,"解 や→小→不强势→温柔。
例 優やさ しい女おんな の子こ が好す きだ。/我喜欢温柔的女孩子。
熟词联想 いざかや「居酒屋」：小酒馆
やおや「八百屋」：蔬菜店"
や,122 「や」表示“屋子”,"解析 生病后，身体无法动弹。
熟词联想 やめる「止める」：停止",▶ やど「宿」 ①（名）：住宿，投宿,"解 や→屋子，ど→とまる→泊まる→停留。停留的屋子→旅馆。
例 宿やど を探さが す/找旅馆"
や,123 “や＋か行假名”表示“烧，烤”,"解析 生病后，身体无法动弹。
熟词联想 やめる「止める」：停止",▶ やとう「雇う」 ②（他五）：雇，雇佣,"解 や→屋子，ど→とまる→泊まる→停留。让对方住下来→雇佣。
例 日本にほん へ行い くときはガイドを雇やと う。/去日本的时候要雇导游。"
や,123 “や＋か行假名”表示“烧，烤”,"解析 生病后，身体无法动弹。
熟词联想 やめる「止める」：停止",▶ やく「焼く·妬く」 ⓪（他五）：烧，烤；嫉妒,"解 本义为“烧，烤”，人在嫉妒的时候仿佛心中有火在烧。
例 パンを焼や く/烤面包
他た 人にん の美び 貌ぼう を妬や いている。/嫉妒别人的美貌。"
や,123 “や＋か行假名”表示“烧，烤”,"解析 生病后，身体无法动弹。
熟词联想 やめる「止める」：停止",▶ やける「焼ける·妬ける」 ⓪（自一）：着火；燃烧；烤好了；嫉妒,"解 「焼や く·妬や く」的自动词。
例 肉にく が焼や けた。/肉烤好了。"
や,123 “や＋か行假名”表示“烧，烤”,"解析 生病后，身体无法动弹。
熟词联想 やめる「止める」：停止",▶ やけど「火傷」 ⓪（名·自サ）：烫伤,"解 やけ→やく→烤，ど→ところ→地方。被烤过的地方→烫伤。
例 やけどに注ちゅう 意い してください。/小心烫伤。"
ゆ,124 「ゆ」表示“宽松；缓慢”,"解析 可以联想汉语中的“悠闲”
熟词联想 ゆっくり：慢慢地",▶ ゆるい「緩い」 ②（形）：宽松的；缓慢的,"解 ゆ→宽松，缓慢。
例 ひもの結むす び方かた が緩ゆる い。/绳子系得松。"
ゆ,124 「ゆ」表示“宽松；缓慢”,"解析 可以联想汉语中的“悠闲”
熟词联想 ゆっくり：慢慢地",▶ ゆるす「許す」 ②（他五）：允许；饶恕,"解 和「緩ゆる い」同源。宽松→松开→饶恕。
例 お前まえ を絶ぜっ 対たい 許ゆる さない。/绝不会饶恕你。"
ゆ,124 「ゆ」表示“宽松；缓慢”,"解析 可以联想汉语中的“悠闲”
熟词联想 ゆっくり：慢慢地",▶ ゆるむ「緩む」 ②（自五）：松弛，松软,"解 ゆ→宽松→松弛。
例 ロープが緩ゆる む。/绳子松了。"
ゆ,124 「ゆ」表示“宽松；缓慢”,"解析 可以联想汉语中的“悠闲”
熟词联想 ゆっくり：慢慢地",▶ ゆっくり 」③（副·自サ）：慢慢地；舒适地,"解 ゆ→宽松、缓慢，くり→拟声词、拟态词词尾。
例 ひと晩ばん ゆっくり休やす む。/舒舒服服地睡一晚。"
ゆ,124 「ゆ」表示“宽松；缓慢”,"解析 可以联想汉语中的“悠闲”
熟词联想 ゆっくり：慢慢地",▶ ゆたか「豊か」 ①（形动）：丰富的；宽裕的；充分的,"解 ゆ→宽松→宽裕，た→多，か→形容动词后缀。
例 ここは地ち 下か 資し 源げん が豊ゆた かだ。/这里的地下资源丰富。"
ゆ,125 「ゆ」表示“晃动”,"解析 可以联想汉语中的“悠闲”
熟词联想 ゆっくり：慢慢地",▶ ゆとり ⓪（名）：宽裕，富裕；余地,"解 ゆ→宽松→宽裕。
例 ゆとりのある生せい 活かつ を送おく りたい。/我想过富裕的生活。
解析 ゆ→ 宽松、悠闲→ 晃来晃去"
ゆ,125 「ゆ」表示“晃动”,"解析 可以联想汉语中的“悠闲”
熟词联想 ゆっくり：慢慢地",▶ ゆれる「揺れる」 ⓪（自一）：摇摆，摇晃,"解 ゆ→晃动→摇摆。
例 家いえ が揺ゆ れるのを感かん じた。/感觉到房子摇晃了。"
ゆ,125 「ゆ」表示“晃动”,"解析 可以联想汉语中的“悠闲”
熟词联想 ゆっくり：慢慢地",▶ ゆがむ「歪む」 ⓪②（自五）：歪斜，歪曲,"解 ゆ→晃动，浊音→消极含义。摇晃之后变得歪斜。
例 心こころ がゆがんでいる。/心术不正。"
ゆ,125 「ゆ」表示“晃动”,"解析 可以联想汉语中的“悠闲”
熟词联想 ゆっくり：慢慢地",▶ ゆずる「譲る」 ⓪（他五）：让给，转让,"解 ゆ→晃动→所有权晃到了另一方→转让。
例 電でん 車しゃ でお年とし 寄よ りに席せき を譲ゆず った。/我在电车上给老人让座了。"
よ,126 「よ」表示“软弱；站不稳；依附”,熟词联想 よわい「弱い」：弱的,▶ よわい「弱い」 ②（形）：弱小的；软弱的,"解 よ→软弱。
例 子こ ども時じ 代だい から体からだ が弱よわ い。/从小身体就弱。"
よ,126 「よ」表示“软弱；站不稳；依附”,熟词联想 よわい「弱い」：弱的,▶ よう「酔う」 ①（自五）：晕；喝醉,"解 よ→站不稳→喝醉了。
例 私わたし は飛ひ 行こう 機き に酔よ わない。/我不晕飞机。"
